timestamp,timerfc,device,GPU use (),GPU Memory Allocated (VRAM),GPU Memory Read/Write Activity (),Memory Activity,Avg. Memory Bandwidth
1763075623,2025-11-13 17:13:43-06:00,card0,61,2,3,N/A,0
1763075624,2025-11-13 17:13:44-06:00,card0,36,2,0,N/A,0
1763075625,2025-11-13 17:13:45-06:00,card0,64,2,0,N/A,0
1763075627,2025-11-13 17:13:47-06:00,card0,57,2,0,N/A,0
1763075628,2025-11-13 17:13:48-06:00,card0,0,2,0,N/A,0
1763075629,2025-11-13 17:13:49-06:00,card0,0,2,0,N/A,0
1763075630,2025-11-13 17:13:50-06:00,card0,0,2,0,N/A,0
1763075631,2025-11-13 17:13:51-06:00,card0,0,2,0,N/A,0
1763075632,2025-11-13 17:13:52-06:00,card0,0,2,0,N/A,0
1763075633,2025-11-13 17:13:53-06:00,card0,0,2,0,N/A,0
1763075634,2025-11-13 17:13:54-06:00,card0,0,2,0,N/A,0
1763075636,2025-11-13 17:13:56-06:00,card0,0,2,0,N/A,0
1763075637,2025-11-13 17:13:57-06:00,card0,0,2,0,N/A,0
1763075638,2025-11-13 17:13:58-06:00,card0,0,2,0,N/A,0
1763075639,2025-11-13 17:13:59-06:00,card0,1,2,0,N/A,0
1763075640,2025-11-13 17:14:00-06:00,card0,0,2,0,N/A,0
1763075641,2025-11-13 17:14:01-06:00,card0,0,2,0,N/A,0
1763075642,2025-11-13 17:14:02-06:00,card0,0,2,0,N/A,0
1763075643,2025-11-13 17:14:03-06:00,card0,0,2,0,N/A,0
1763075644,2025-11-13 17:14:04-06:00,card0,0,2,0,N/A,0
1763075645,2025-11-13 17:14:05-06:00,card0,0,2,0,N/A,0
1763075647,2025-11-13 17:14:07-06:00,card0,0,2,0,N/A,0
1763075648,2025-11-13 17:14:08-06:00,card0,0,2,0,N/A,0
1763075649,2025-11-13 17:14:09-06:00,card0,0,2,0,N/A,0
1763075650,2025-11-13 17:14:10-06:00,card0,0,2,0,N/A,0
1763075651,2025-11-13 17:14:11-06:00,card0,0,2,0,N/A,0
1763075652,2025-11-13 17:14:12-06:00,card0,0,2,0,N/A,0
1763075653,2025-11-13 17:14:13-06:00,card0,0,2,0,N/A,0
1763075654,2025-11-13 17:14:14-06:00,card0,0,2,0,N/A,0
1763075655,2025-11-13 17:14:15-06:00,card0,0,2,0,N/A,0
1763075657,2025-11-13 17:14:17-06:00,card0,0,2,0,N/A,0
1763075658,2025-11-13 17:14:18-06:00,card0,0,2,0,N/A,0
1763075659,2025-11-13 17:14:19-06:00,card0,0,2,0,N/A,0
1763075660,2025-11-13 17:14:20-06:00,card0,0,2,0,N/A,0
1763075661,2025-11-13 17:14:21-06:00,card0,0,2,0,N/A,0
1763075662,2025-11-13 17:14:22-06:00,card0,0,2,0,N/A,0
1763075663,2025-11-13 17:14:23-06:00,card0,0,2,0,N/A,0
1763075664,2025-11-13 17:14:24-06:00,card0,0,2,0,N/A,0
1763075665,2025-11-13 17:14:25-06:00,card0,0,2,0,N/A,0
1763075666,2025-11-13 17:14:26-06:00,card0,0,2,0,N/A,0
1763075668,2025-11-13 17:14:28-06:00,card0,0,2,0,N/A,0
1763075669,2025-11-13 17:14:29-06:00,card0,0,2,0,N/A,0
1763075670,2025-11-13 17:14:30-06:00,card0,0,2,0,N/A,0
1763075671,2025-11-13 17:14:31-06:00,card0,1,2,0,N/A,0
1763075672,2025-11-13 17:14:32-06:00,card0,0,1,0,N/A,0
1763075673,2025-11-13 17:14:33-06:00,card0,0,1,0,N/A,0
1763075674,2025-11-13 17:14:34-06:00,card0,0,1,0,N/A,0
1763075675,2025-11-13 17:14:35-06:00,card0,0,0,0,N/A,0
1763075676,2025-11-13 17:14:36-06:00,card0,0,0,0,N/A,0
1763075678,2025-11-13 17:14:38-06:00,card0,0,0,0,N/A,0
1763075679,2025-11-13 17:14:39-06:00,card0,0,0,0,N/A,0
1763075680,2025-11-13 17:14:40-06:00,card0,0,0,0,N/A,0
1763075681,2025-11-13 17:14:41-06:00,card0,0,0,0,N/A,0
1763075682,2025-11-13 17:14:42-06:00,card0,0,0,0,N/A,0
1763075683,2025-11-13 17:14:43-06:00,card0,0,0,0,N/A,0
1763075684,2025-11-13 17:14:44-06:00,card0,0,0,0,N/A,0
1763075685,2025-11-13 17:14:45-06:00,card0,0,0,0,N/A,0
1763075686,2025-11-13 17:14:46-06:00,card0,0,0,0,N/A,0
1763075687,2025-11-13 17:14:47-06:00,card0,0,0,0,N/A,0
1763075689,2025-11-13 17:14:49-06:00,card0,0,0,0,N/A,0
1763075690,2025-11-13 17:14:50-06:00,card0,0,0,0,N/A,0
1763075691,2025-11-13 17:14:51-06:00,card0,0,0,0,N/A,0
1763075692,2025-11-13 17:14:52-06:00,card0,0,0,0,N/A,0
1763075693,2025-11-13 17:14:53-06:00,card0,0,0,0,N/A,0
1763075694,2025-11-13 17:14:54-06:00,card0,0,0,0,N/A,0
1763075695,2025-11-13 17:14:55-06:00,card0,0,0,0,N/A,0
1763075696,2025-11-13 17:14:56-06:00,card0,0,0,0,N/A,0
1763075697,2025-11-13 17:14:57-06:00,card0,0,0,0,N/A,0
1763075698,2025-11-13 17:14:59-06:00,card0,0,0,0,N/A,0
1763075700,2025-11-13 17:15:00-06:00,card0,0,0,0,N/A,0
1763075701,2025-11-13 17:15:01-06:00,card0,0,0,0,N/A,0
1763075702,2025-11-13 17:15:02-06:00,card0,0,0,0,N/A,0
1763075703,2025-11-13 17:15:03-06:00,card0,0,0,0,N/A,0
1763075704,2025-11-13 17:15:04-06:00,card0,0,0,0,N/A,0
1763075705,2025-11-13 17:15:05-06:00,card0,0,0,0,N/A,0
1763075706,2025-11-13 17:15:06-06:00,card0,0,0,0,N/A,0
1763075707,2025-11-13 17:15:07-06:00,card0,0,0,0,N/A,0
1763075708,2025-11-13 17:15:08-06:00,card0,0,0,0,N/A,0
1763075710,2025-11-13 17:15:10-06:00,card0,0,0,0,N/A,0
1763075711,2025-11-13 17:15:11-06:00,card0,0,0,0,N/A,0
1763075712,2025-11-13 17:15:12-06:00,card0,0,0,0,N/A,0
1763075713,2025-11-13 17:15:13-06:00,card0,0,0,0,N/A,0
1763075714,2025-11-13 17:15:14-06:00,card0,0,0,0,N/A,0
1763075715,2025-11-13 17:15:15-06:00,card0,0,0,0,N/A,0
1763075716,2025-11-13 17:15:16-06:00,card0,0,0,0,N/A,0
1763075717,2025-11-13 17:15:17-06:00,card0,0,0,0,N/A,0
1763075718,2025-11-13 17:15:18-06:00,card0,0,0,0,N/A,0
1763075719,2025-11-13 17:15:19-06:00,card0,0,0,0,N/A,0
1763075721,2025-11-13 17:15:21-06:00,card0,0,0,0,N/A,0
1763075722,2025-11-13 17:15:22-06:00,card0,0,0,0,N/A,0
1763075723,2025-11-13 17:15:23-06:00,card0,0,0,0,N/A,0
1763075724,2025-11-13 17:15:24-06:00,card0,0,0,0,N/A,0
1763075725,2025-11-13 17:15:25-06:00,card0,0,0,0,N/A,0
1763075726,2025-11-13 17:15:26-06:00,card0,0,0,0,N/A,0
1763075727,2025-11-13 17:15:27-06:00,card0,0,0,0,N/A,0
1763075728,2025-11-13 17:15:28-06:00,card0,0,0,0,N/A,0
1763075729,2025-11-13 17:15:29-06:00,card0,0,0,0,N/A,0
1763075731,2025-11-13 17:15:31-06:00,card0,0,0,0,N/A,0
1763075732,2025-11-13 17:15:32-06:00,card0,0,0,0,N/A,0
1763075733,2025-11-13 17:15:33-06:00,card0,0,0,0,N/A,0
1763075734,2025-11-13 17:15:34-06:00,card0,0,0,0,N/A,0
1763075735,2025-11-13 17:15:35-06:00,card0,0,0,0,N/A,0
1763075736,2025-11-13 17:15:36-06:00,card0,0,0,0,N/A,0
1763075737,2025-11-13 17:15:37-06:00,card0,0,0,0,N/A,0
1763075738,2025-11-13 17:15:38-06:00,card0,0,0,0,N/A,0
1763075739,2025-11-13 17:15:39-06:00,card0,0,0,0,N/A,0
1763075740,2025-11-13 17:15:40-06:00,card0,0,0,0,N/A,0
1763075742,2025-11-13 17:15:42-06:00,card0,0,0,0,N/A,0
1763075743,2025-11-13 17:15:43-06:00,card0,0,0,0,N/A,0
1763075744,2025-11-13 17:15:44-06:00,card0,0,0,0,N/A,0
1763075745,2025-11-13 17:15:45-06:00,card0,0,0,0,N/A,0
1763075746,2025-11-13 17:15:46-06:00,card0,0,0,0,N/A,0
1763075747,2025-11-13 17:15:47-06:00,card0,0,0,0,N/A,0
1763075748,2025-11-13 17:15:48-06:00,card0,0,0,0,N/A,0
1763075749,2025-11-13 17:15:49-06:00,card0,0,0,0,N/A,0
1763075750,2025-11-13 17:15:50-06:00,card0,0,0,0,N/A,0
1763075751,2025-11-13 17:15:51-06:00,card0,0,0,0,N/A,0
1763075753,2025-11-13 17:15:53-06:00,card0,0,0,0,N/A,0
1763075754,2025-11-13 17:15:54-06:00,card0,0,0,0,N/A,0
1763075755,2025-11-13 17:15:55-06:00,card0,0,0,0,N/A,0
1763075756,2025-11-13 17:15:56-06:00,card0,0,0,0,N/A,0
1763075757,2025-11-13 17:15:57-06:00,card0,0,0,0,N/A,0
1763075758,2025-11-13 17:15:58-06:00,card0,0,0,0,N/A,0
1763075759,2025-11-13 17:15:59-06:00,card0,0,0,0,N/A,0
1763075760,2025-11-13 17:16:00-06:00,card0,0,0,0,N/A,0
1763075761,2025-11-13 17:16:01-06:00,card0,0,0,0,N/A,0
1763075763,2025-11-13 17:16:03-06:00,card0,0,0,0,N/A,0
1763075764,2025-11-13 17:16:04-06:00,card0,0,0,0,N/A,0
1763075765,2025-11-13 17:16:05-06:00,card0,0,0,0,N/A,0
1763075766,2025-11-13 17:16:06-06:00,card0,0,0,0,N/A,0
1763075767,2025-11-13 17:16:07-06:00,card0,0,0,0,N/A,0
1763075768,2025-11-13 17:16:08-06:00,card0,0,0,0,N/A,0
1763075769,2025-11-13 17:16:09-06:00,card0,0,0,0,N/A,0
1763075770,2025-11-13 17:16:10-06:00,card0,0,0,0,N/A,0
1763075771,2025-11-13 17:16:11-06:00,card0,0,0,0,N/A,0
1763075772,2025-11-13 17:16:12-06:00,card0,0,0,0,N/A,0
1763075774,2025-11-13 17:16:14-06:00,card0,0,0,0,N/A,0
1763075775,2025-11-13 17:16:15-06:00,card0,0,0,0,N/A,0
1763075776,2025-11-13 17:16:16-06:00,card0,0,0,0,N/A,0
1763075777,2025-11-13 17:16:17-06:00,card0,0,0,0,N/A,0
1763075778,2025-11-13 17:16:18-06:00,card0,0,0,0,N/A,0
1763075779,2025-11-13 17:16:19-06:00,card0,0,0,0,N/A,0
1763075780,2025-11-13 17:16:20-06:00,card0,0,0,0,N/A,0
1763075781,2025-11-13 17:16:21-06:00,card0,0,0,0,N/A,0
1763075782,2025-11-13 17:16:22-06:00,card0,0,0,0,N/A,0
1763075783,2025-11-13 17:16:23-06:00,card0,0,0,0,N/A,0
1763075785,2025-11-13 17:16:25-06:00,card0,0,0,0,N/A,0
1763075786,2025-11-13 17:16:26-06:00,card0,0,0,0,N/A,0
1763075787,2025-11-13 17:16:27-06:00,card0,0,0,0,N/A,0
1763075788,2025-11-13 17:16:28-06:00,card0,0,0,0,N/A,0
1763075789,2025-11-13 17:16:29-06:00,card0,0,0,0,N/A,0
1763075790,2025-11-13 17:16:30-06:00,card0,0,0,0,N/A,0
1763075791,2025-11-13 17:16:31-06:00,card0,0,0,0,N/A,0
1763075792,2025-11-13 17:16:32-06:00,card0,0,0,0,N/A,0
1763075793,2025-11-13 17:16:33-06:00,card0,0,0,0,N/A,0
1763075795,2025-11-13 17:16:35-06:00,card0,0,0,0,N/A,0
1763075796,2025-11-13 17:16:36-06:00,card0,0,0,0,N/A,0
1763075797,2025-11-13 17:16:37-06:00,card0,0,0,0,N/A,0
1763075798,2025-11-13 17:16:38-06:00,card0,1,0,0,N/A,0
1763075799,2025-11-13 17:16:39-06:00,card0,0,0,0,N/A,0
1763075800,2025-11-13 17:16:40-06:00,card0,0,0,0,N/A,0
1763075801,2025-11-13 17:16:41-06:00,card0,0,0,0,N/A,0
1763075802,2025-11-13 17:16:42-06:00,card0,0,0,0,N/A,0
1763075803,2025-11-13 17:16:43-06:00,card0,0,0,0,N/A,0
1763075804,2025-11-13 17:16:44-06:00,card0,0,0,0,N/A,0
1763075806,2025-11-13 17:16:46-06:00,card0,0,0,0,N/A,0
1763075807,2025-11-13 17:16:47-06:00,card0,0,0,0,N/A,0
1763075808,2025-11-13 17:16:48-06:00,card0,0,0,0,N/A,0
1763075809,2025-11-13 17:16:49-06:00,card0,0,0,0,N/A,0
1763075810,2025-11-13 17:16:50-06:00,card0,0,0,0,N/A,0
1763075811,2025-11-13 17:16:51-06:00,card0,0,0,0,N/A,0
1763075812,2025-11-13 17:16:52-06:00,card0,0,0,0,N/A,0
1763075813,2025-11-13 17:16:53-06:00,card0,0,0,0,N/A,0
1763075814,2025-11-13 17:16:54-06:00,card0,0,0,0,N/A,0
1763075815,2025-11-13 17:16:55-06:00,card0,0,0,0,N/A,0
1763075817,2025-11-13 17:16:57-06:00,card0,0,0,0,N/A,0
1763075818,2025-11-13 17:16:58-06:00,card0,0,0,0,N/A,0
1763075819,2025-11-13 17:16:59-06:00,card0,0,0,0,N/A,0
1763075820,2025-11-13 17:17:00-06:00,card0,0,0,0,N/A,0
1763075821,2025-11-13 17:17:01-06:00,card0,0,0,0,N/A,0
1763075822,2025-11-13 17:17:02-06:00,card0,0,0,0,N/A,0
1763075823,2025-11-13 17:17:03-06:00,card0,0,0,0,N/A,0
1763075824,2025-11-13 17:17:04-06:00,card0,0,0,0,N/A,0
1763075825,2025-11-13 17:17:05-06:00,card0,0,0,0,N/A,0
1763075827,2025-11-13 17:17:07-06:00,card0,0,0,0,N/A,0
1763075828,2025-11-13 17:17:08-06:00,card0,0,0,0,N/A,0
1763075829,2025-11-13 17:17:09-06:00,card0,0,0,0,N/A,0
1763075830,2025-11-13 17:17:10-06:00,card0,0,0,0,N/A,0
1763075831,2025-11-13 17:17:11-06:00,card0,0,0,0,N/A,0
1763075832,2025-11-13 17:17:12-06:00,card0,0,0,0,N/A,0
1763075833,2025-11-13 17:17:13-06:00,card0,0,0,0,N/A,0
1763075834,2025-11-13 17:17:14-06:00,card0,0,0,0,N/A,0
1763075835,2025-11-13 17:17:15-06:00,card0,0,0,0,N/A,0
1763075836,2025-11-13 17:17:16-06:00,card0,0,0,0,N/A,0
1763075838,2025-11-13 17:17:18-06:00,card0,0,0,0,N/A,0
1763075839,2025-11-13 17:17:19-06:00,card0,0,0,0,N/A,0
1763075840,2025-11-13 17:17:20-06:00,card0,0,0,0,N/A,0
1763075841,2025-11-13 17:17:21-06:00,card0,0,0,0,N/A,0
1763075842,2025-11-13 17:17:22-06:00,card0,0,0,0,N/A,0
1763075843,2025-11-13 17:17:23-06:00,card0,0,0,0,N/A,0
1763075844,2025-11-13 17:17:24-06:00,card0,0,0,0,N/A,0
1763075845,2025-11-13 17:17:25-06:00,card0,0,0,0,N/A,0
1763075846,2025-11-13 17:17:26-06:00,card0,0,0,0,N/A,0
1763075848,2025-11-13 17:17:28-06:00,card0,0,0,0,N/A,0
1763075849,2025-11-13 17:17:29-06:00,card0,0,0,0,N/A,0
1763075850,2025-11-13 17:17:30-06:00,card0,0,0,0,N/A,0
1763075851,2025-11-13 17:17:31-06:00,card0,0,0,0,N/A,0
1763075852,2025-11-13 17:17:32-06:00,card0,0,0,0,N/A,0
1763075853,2025-11-13 17:17:33-06:00,card0,0,0,0,N/A,0
1763075854,2025-11-13 17:17:34-06:00,card0,0,0,0,N/A,0
1763075855,2025-11-13 17:17:35-06:00,card0,0,0,0,N/A,0
1763075856,2025-11-13 17:17:36-06:00,card0,0,0,0,N/A,0
1763075857,2025-11-13 17:17:37-06:00,card0,0,0,0,N/A,0
1763075859,2025-11-13 17:17:39-06:00,card0,0,0,0,N/A,0
1763075860,2025-11-13 17:17:40-06:00,card0,0,0,0,N/A,0
1763075861,2025-11-13 17:17:41-06:00,card0,0,0,0,N/A,0
1763075862,2025-11-13 17:17:42-06:00,card0,0,0,0,N/A,0
1763075863,2025-11-13 17:17:43-06:00,card0,0,0,0,N/A,0
1763075864,2025-11-13 17:17:44-06:00,card0,0,0,0,N/A,0
1763075865,2025-11-13 17:17:45-06:00,card0,0,0,0,N/A,0
1763075866,2025-11-13 17:17:46-06:00,card0,0,0,0,N/A,0
1763075867,2025-11-13 17:17:47-06:00,card0,0,0,0,N/A,0
1763075868,2025-11-13 17:17:48-06:00,card0,0,0,0,N/A,0
1763075870,2025-11-13 17:17:50-06:00,card0,0,0,0,N/A,0
1763075871,2025-11-13 17:17:51-06:00,card0,0,0,0,N/A,0
1763075872,2025-11-13 17:17:52-06:00,card0,0,0,0,N/A,0
1763075873,2025-11-13 17:17:53-06:00,card0,0,0,0,N/A,0
1763075874,2025-11-13 17:17:54-06:00,card0,0,0,0,N/A,0
1763075875,2025-11-13 17:17:55-06:00,card0,0,0,0,N/A,0
1763075876,2025-11-13 17:17:56-06:00,card0,0,0,0,N/A,0
1763075877,2025-11-13 17:17:57-06:00,card0,0,0,0,N/A,0
1763075878,2025-11-13 17:17:58-06:00,card0,0,0,0,N/A,0
1763075880,2025-11-13 17:18:00-06:00,card0,0,0,0,N/A,0
1763075881,2025-11-13 17:18:01-06:00,card0,0,0,0,N/A,0
1763075882,2025-11-13 17:18:02-06:00,card0,0,0,0,N/A,0
1763075883,2025-11-13 17:18:03-06:00,card0,0,0,0,N/A,0
1763075884,2025-11-13 17:18:04-06:00,card0,0,0,0,N/A,0
1763075885,2025-11-13 17:18:05-06:00,card0,0,0,0,N/A,0
1763075886,2025-11-13 17:18:06-06:00,card0,0,0,0,N/A,0
1763075887,2025-11-13 17:18:07-06:00,card0,0,0,0,N/A,0
1763075888,2025-11-13 17:18:08-06:00,card0,0,0,0,N/A,0
1763075889,2025-11-13 17:18:09-06:00,card0,0,0,0,N/A,0
1763075891,2025-11-13 17:18:11-06:00,card0,0,0,0,N/A,0
1763075892,2025-11-13 17:18:12-06:00,card0,0,0,0,N/A,0
1763075893,2025-11-13 17:18:13-06:00,card0,0,0,0,N/A,0
1763075894,2025-11-13 17:18:14-06:00,card0,0,0,0,N/A,0
1763075895,2025-11-13 17:18:15-06:00,card0,0,0,0,N/A,0
1763075896,2025-11-13 17:18:16-06:00,card0,0,0,0,N/A,0
1763075897,2025-11-13 17:18:17-06:00,card0,0,0,0,N/A,0
1763075898,2025-11-13 17:18:18-06:00,card0,0,0,0,N/A,0
1763075899,2025-11-13 17:18:19-06:00,card0,0,0,0,N/A,0
1763075900,2025-11-13 17:18:20-06:00,card0,0,0,0,N/A,0
1763075902,2025-11-13 17:18:22-06:00,card0,0,0,0,N/A,0
1763075903,2025-11-13 17:18:23-06:00,card0,0,0,0,N/A,0
1763075904,2025-11-13 17:18:24-06:00,card0,0,0,0,N/A,0
1763075905,2025-11-13 17:18:25-06:00,card0,0,0,0,N/A,0
1763075906,2025-11-13 17:18:26-06:00,card0,0,0,0,N/A,0
1763075907,2025-11-13 17:18:27-06:00,card0,0,0,0,N/A,0
1763075908,2025-11-13 17:18:28-06:00,card0,0,0,0,N/A,0
1763075909,2025-11-13 17:18:29-06:00,card0,0,0,0,N/A,0
1763075910,2025-11-13 17:18:30-06:00,card0,0,0,0,N/A,0
1763075912,2025-11-13 17:18:32-06:00,card0,0,0,0,N/A,0
1763075913,2025-11-13 17:18:33-06:00,card0,0,0,0,N/A,0
1763075914,2025-11-13 17:18:34-06:00,card0,0,0,0,N/A,0
1763075915,2025-11-13 17:18:35-06:00,card0,0,0,0,N/A,0
1763075916,2025-11-13 17:18:36-06:00,card0,0,0,0,N/A,0
1763075917,2025-11-13 17:18:37-06:00,card0,0,0,0,N/A,0
1763075918,2025-11-13 17:18:38-06:00,card0,0,0,0,N/A,0
1763075919,2025-11-13 17:18:39-06:00,card0,0,0,0,N/A,0
1763075920,2025-11-13 17:18:40-06:00,card0,0,0,0,N/A,0
1763075921,2025-11-13 17:18:41-06:00,card0,0,0,0,N/A,0
1763075923,2025-11-13 17:18:43-06:00,card0,0,0,0,N/A,0
1763075924,2025-11-13 17:18:44-06:00,card0,0,0,0,N/A,0
1763075925,2025-11-13 17:18:45-06:00,card0,0,0,0,N/A,0
1763075926,2025-11-13 17:18:46-06:00,card0,0,0,0,N/A,0
1763075927,2025-11-13 17:18:47-06:00,card0,0,0,0,N/A,0
1763075928,2025-11-13 17:18:48-06:00,card0,0,0,0,N/A,0
1763075929,2025-11-13 17:18:49-06:00,card0,0,0,0,N/A,0
1763075930,2025-11-13 17:18:50-06:00,card0,0,0,0,N/A,0
1763075931,2025-11-13 17:18:51-06:00,card0,0,0,0,N/A,0
1763075932,2025-11-13 17:18:53-06:00,card0,0,0,0,N/A,0
1763075934,2025-11-13 17:18:54-06:00,card0,0,0,0,N/A,0
1763075935,2025-11-13 17:18:55-06:00,card0,0,0,0,N/A,0
1763075936,2025-11-13 17:18:56-06:00,card0,0,0,0,N/A,0
1763075937,2025-11-13 17:18:57-06:00,card0,0,0,0,N/A,0
1763075938,2025-11-13 17:18:58-06:00,card0,0,0,0,N/A,0
1763075939,2025-11-13 17:18:59-06:00,card0,0,0,0,N/A,0
1763075940,2025-11-13 17:19:00-06:00,card0,0,0,0,N/A,0
1763075941,2025-11-13 17:19:01-06:00,card0,0,0,0,N/A,0
1763075942,2025-11-13 17:19:02-06:00,card0,0,0,0,N/A,0
1763075944,2025-11-13 17:19:04-06:00,card0,0,0,0,N/A,0
1763075945,2025-11-13 17:19:05-06:00,card0,0,0,0,N/A,0
1763075946,2025-11-13 17:19:06-06:00,card0,0,0,0,N/A,0
1763075947,2025-11-13 17:19:07-06:00,card0,0,0,0,N/A,0
1763075948,2025-11-13 17:19:08-06:00,card0,0,0,0,N/A,0
1763075949,2025-11-13 17:19:09-06:00,card0,0,0,0,N/A,0
1763075950,2025-11-13 17:19:10-06:00,card0,0,0,0,N/A,0
1763075951,2025-11-13 17:19:11-06:00,card0,0,0,0,N/A,0
1763075952,2025-11-13 17:19:12-06:00,card0,0,0,0,N/A,0
1763075953,2025-11-13 17:19:13-06:00,card0,0,0,0,N/A,0
1763075955,2025-11-13 17:19:15-06:00,card0,0,0,0,N/A,0
1763075956,2025-11-13 17:19:16-06:00,card0,0,0,0,N/A,0
1763075957,2025-11-13 17:19:17-06:00,card0,0,0,0,N/A,0
1763075958,2025-11-13 17:19:18-06:00,card0,0,0,0,N/A,0
1763075959,2025-11-13 17:19:19-06:00,card0,0,0,0,N/A,0
1763075960,2025-11-13 17:19:20-06:00,card0,0,0,0,N/A,0
1763075961,2025-11-13 17:19:21-06:00,card0,0,0,0,N/A,0
1763075962,2025-11-13 17:19:22-06:00,card0,0,0,0,N/A,0
1763075963,2025-11-13 17:19:23-06:00,card0,0,0,0,N/A,0
1763075965,2025-11-13 17:19:25-06:00,card0,0,0,0,N/A,0
1763075966,2025-11-13 17:19:26-06:00,card0,0,0,0,N/A,0
1763075967,2025-11-13 17:19:27-06:00,card0,0,0,0,N/A,0
1763075968,2025-11-13 17:19:28-06:00,card0,0,0,0,N/A,0
1763075969,2025-11-13 17:19:29-06:00,card0,0,0,0,N/A,0
1763075970,2025-11-13 17:19:30-06:00,card0,0,0,0,N/A,0
1763075971,2025-11-13 17:19:31-06:00,card0,0,0,0,N/A,0
1763075972,2025-11-13 17:19:32-06:00,card0,0,0,0,N/A,0
1763075973,2025-11-13 17:19:33-06:00,card0,0,0,0,N/A,0
1763075974,2025-11-13 17:19:34-06:00,card0,0,0,0,N/A,0
1763075976,2025-11-13 17:19:36-06:00,card0,0,0,0,N/A,0
1763075977,2025-11-13 17:19:37-06:00,card0,0,0,0,N/A,0
1763075978,2025-11-13 17:19:38-06:00,card0,0,0,0,N/A,0
1763075979,2025-11-13 17:19:39-06:00,card0,0,0,0,N/A,0
1763075980,2025-11-13 17:19:40-06:00,card0,0,0,0,N/A,0
1763075981,2025-11-13 17:19:41-06:00,card0,0,0,0,N/A,0
1763075982,2025-11-13 17:19:42-06:00,card0,0,0,0,N/A,0
1763075983,2025-11-13 17:19:43-06:00,card0,0,0,0,N/A,0
1763075984,2025-11-13 17:19:44-06:00,card0,0,0,0,N/A,0
1763075985,2025-11-13 17:19:45-06:00,card0,0,0,0,N/A,0
1763075987,2025-11-13 17:19:47-06:00,card0,0,0,0,N/A,0
1763075988,2025-11-13 17:19:48-06:00,card0,0,0,0,N/A,0
1763075989,2025-11-13 17:19:49-06:00,card0,0,0,0,N/A,0
1763075990,2025-11-13 17:19:50-06:00,card0,0,0,0,N/A,0
1763075991,2025-11-13 17:19:51-06:00,card0,0,0,0,N/A,0
1763075992,2025-11-13 17:19:52-06:00,card0,0,0,0,N/A,0
1763075993,2025-11-13 17:19:53-06:00,card0,0,0,0,N/A,0
1763075994,2025-11-13 17:19:54-06:00,card0,0,0,0,N/A,0
1763075995,2025-11-13 17:19:55-06:00,card0,0,0,0,N/A,0
1763075997,2025-11-13 17:19:57-06:00,card0,0,0,0,N/A,0
1763075998,2025-11-13 17:19:58-06:00,card0,0,0,0,N/A,0
1763075999,2025-11-13 17:19:59-06:00,card0,0,0,0,N/A,0
1763076000,2025-11-13 17:20:00-06:00,card0,0,0,0,N/A,0
1763076001,2025-11-13 17:20:01-06:00,card0,0,0,0,N/A,0
1763076002,2025-11-13 17:20:02-06:00,card0,0,0,0,N/A,0
1763076003,2025-11-13 17:20:03-06:00,card0,0,0,0,N/A,0
1763076004,2025-11-13 17:20:04-06:00,card0,0,0,0,N/A,0
1763076005,2025-11-13 17:20:05-06:00,card0,0,0,0,N/A,0
1763076007,2025-11-13 17:20:07-06:00,card0,0,0,0,N/A,0
1763076008,2025-11-13 17:20:08-06:00,card0,0,0,0,N/A,0
1763076009,2025-11-13 17:20:09-06:00,card0,0,0,0,N/A,0
1763076010,2025-11-13 17:20:10-06:00,card0,0,0,0,N/A,0
1763076011,2025-11-13 17:20:11-06:00,card0,1,1,0,N/A,0
1763076012,2025-11-13 17:20:12-06:00,card0,0,1,0,N/A,0
1763076013,2025-11-13 17:20:13-06:00,card0,0,1,0,N/A,0
1763076014,2025-11-13 17:20:14-06:00,card0,0,1,0,N/A,0
1763076015,2025-11-13 17:20:15-06:00,card0,0,1,0,N/A,0
1763076016,2025-11-13 17:20:16-06:00,card0,0,1,0,N/A,0
1763076018,2025-11-13 17:20:18-06:00,card0,0,1,0,N/A,0
1763076019,2025-11-13 17:20:19-06:00,card0,0,1,0,N/A,0
1763076020,2025-11-13 17:20:20-06:00,card0,0,1,0,N/A,0
1763076021,2025-11-13 17:20:21-06:00,card0,1,1,0,N/A,0
1763076022,2025-11-13 17:20:22-06:00,card0,0,1,0,N/A,0
1763076023,2025-11-13 17:20:23-06:00,card0,0,1,0,N/A,0
1763076024,2025-11-13 17:20:24-06:00,card0,0,1,0,N/A,0
1763076025,2025-11-13 17:20:25-06:00,card0,0,1,0,N/A,0
1763076026,2025-11-13 17:20:26-06:00,card0,0,1,0,N/A,0
1763076028,2025-11-13 17:20:28-06:00,card0,0,1,0,N/A,0
1763076029,2025-11-13 17:20:29-06:00,card0,0,1,0,N/A,0
1763076030,2025-11-13 17:20:30-06:00,card0,0,1,0,N/A,0
1763076031,2025-11-13 17:20:31-06:00,card0,0,1,0,N/A,0
1763076032,2025-11-13 17:20:32-06:00,card0,0,1,0,N/A,0
1763076033,2025-11-13 17:20:33-06:00,card0,0,1,0,N/A,0
1763076034,2025-11-13 17:20:34-06:00,card0,0,1,0,N/A,0
1763076035,2025-11-13 17:20:35-06:00,card0,0,1,0,N/A,0
1763076036,2025-11-13 17:20:36-06:00,card0,0,1,0,N/A,0
1763076037,2025-11-13 17:20:37-06:00,card0,0,1,0,N/A,0
